,company,code
2288,동양파일,228340
2289,디앤씨미디어,263720
2290,디이엔티,079810
2291,라닉스,317120
2292,라온피플,300120
2293,라이트론,069540
2294,랩지노믹스,084650
2295,로스웰,900260
2296,리더스코스메틱,016100
2297,리메드,302550
2298,린드먼아시아,277070
2299,마니커에프앤지,195500
2300,메가엠디,133750
2301,메드팩토,235980
2302,메카로,241770
2303,모베이스,101330
2304,모아텍,033200
2305,미래에셋대우스팩4호,333430
2306,바이오스마트,038460
2307,바텍,043150
2308,박셀바이오,323990
2309,보광산업,225530
2310,본느,226340
2311,브릿지바이오,288330
2312,블러썸엠앤씨,263920
2313,비엠티,086670
2314,비츠로셀,082920
2315,삼보모터스,053700
2316,삼영엠텍,054540
2317,삼천당제약,000250
2318,샘코,263540
2319,서울옥션,063170
2320,서한,011370
2321,성도이엔지,037350
2322,성우전자,081580
2323,세동,053060
2324,세미콘라이트,214310
2325,세원,234100
2326,세원물산,024830
2327,셀리버리,268600
2328,소룩스,290690
2329,소프트캠프,258790
2330,스카이문스테크놀로지,033790
2331,시너지이노베이션,048870
2332,신성델타테크,065350
2333,신화인터텍,056700
2334,싸이토젠,217330
2335,씨유메디칼,115480
2336,아시아종묘,154030
2337,아이컴포넌트,059100
2338,아즈텍WB,032080
2339,안랩,053800
2340,알서포트,131370
2341,액트,131400
2342,어보브반도체,102120
2343,에너토크,019990
2344,에버다임,041440
2345,에스넷,038680
2346,에스디시스템,121890
2347,에스앤에스텍,101490
2348,에스에이엠티,031330
2349,에스티큐브,052020
2350,에스피지,058610
2351,에이프로,262260
2352,에이피티씨,089970
2353,에코마케팅,230360
2354,에코바이오,038870
2355,에코캡,128540
2356,에프앤리퍼블릭,064090
2357,에프엔에스테크,083500
2358,엔바이오니아,317870
2359,엔에이치스팩13호,310840
2360,엘엠에스,073110
2361,엠아이텍,179290
2362,엠에스오토텍,123040
2363,엠케이전자,033160
2364,오이솔루션,138080
2365,올리패스,244460
2366,와이엠씨,155650
2367,와이엠티,251370
2368,와이제이엠게임즈,193250
2369,와이팜,332570
2370,우리넷,115440
2371,우리조명,037400
2372,원익IPS,240810
2373,위세아이텍,065370
2374,유니슨,018000
2375,유니크,011320
2376,유아이디,069330
2377,유아이엘,049520
2378,이상네트웍스,080010
2379,이엠코리아,095190
2380,이오플로우,294090
2381,이큐셀,160600
2382,이퓨쳐,134060
2383,이화공영,001840
2384,인텔리안테크,189300
2385,인피니트헬스케어,071200
2386,일신바이오,068330
2387,잉글우드랩,950140
2388,정원엔시스,045510
2389,제이씨케미칼,137950
2390,제이앤티씨,204270
2391,제이엘케이,322510
2392,젬백스링크,064800
2393,좋은사람들,033340
2394,중앙백신,072020
2395,지트리비앤티,115450
2396,카스,016920
2397,카페24,042000
2398,케이비17호스팩,317030
2399,케이에스피,073010
2400,코디엠,224060
2401,코리아센터,290510
2402,큐리언트,115180
2403,크리스탈신소재,900250
2404,크린앤사이언스,045520
2405,클래시스,214150
2406,태웅,044490
2407,테라셈,182690
2408,토박스코리아,215480
2409,티사이언티픽,057680
2410,티케이케미칼,104480
2411,팅크웨어,084730
2412,파라텍,033540
2413,판타지오,032800
2414,팜스토리,027710
2415,푸드나무,290720
2416,푸른저축은행,007330
2417,프리엠스,053160
2418,플랜티넷,075130
2419,피제이메탈,128660
2420,하나머티리얼즈,166090
2421,한국선재,025550
2422,한국전자인증,041460
2423,한국큐빅,021650
2424,한독크린텍,256150
2425,한화플러스제1호스팩,340440
2426,헬릭스미스,084990
2427,현대사료,016790
2428,현우산업,092300
2429,홈캐스트,064240
2430,휴메딕스,200670
2431,흥구석유,024060
2432,골프존데카,183410
2433,네추럴FNP,086220
2434,데이터스트림즈,199150
2435,루켄테크놀러지스,162120
2436,비엔디생활건강,215050
2437,아이케이세미콘,149010
2438,애드바이오텍,179530
2439,에스엘에스바이오,246250
2440,엔지브이아이,093510
2441,엠앤씨생명과학,225860
2442,유엑스엔,337840
2443,이비테크,208850
2444,이앤에치,341310
2445,이에스산업,241510
2446,청광건설,140290
2447,파인이엠텍,278990
2448,펨토바이오메드,327610
2449,프로테옴텍,303360
2450,AP우주통신,015670
2451,BHK,003990
2452,SK인천정유,006290
2453,STX조선해양,067250
2454,거북선1호선박투자,092970
2455,경남모직,001670
2456,경남종금,014400
2457,고려화학,010110
2458,고제,002540
2459,굿리치경매2,088510
2460,금성계전,010000
2461,금호건설,000570
2462,나눔공간,028940
2463,대구은행,005270
2464,대망,028370
2465,대선주조,004110
2466,대우송도개발,004550
2467,대한종합건설,029030
2468,동북아11호선박투자,083360
2469,동북아28호,089180
2470,동북아4호,080970
2471,동북아8호,082110
2472,두산건설,002950
2473,로케트전기,000420
2474,맵스베트남1,094520
2475,벽산개발,002080
2476,삼미,002580
2477,삼영금속,029120
2478,서통,001150
2479,세명종합건설,029840
2480,신성이엔지,104110
2481,신세계종금,016690
2482,신화건설,006160
2483,아남정밀,028490
2484,아시아1호,080180
2485,아시아6호,082250
2486,아시아차,004280
2487,에스와이코퍼레이션,008080
2488,오렌지라이프,079440
2489,온미디어,045710
2490,전북은행,006350
2491,제일냉동,010910
2492,제일모직,001300
2493,조인에너지,004820
2494,중원,003840
2495,충북은행,007240
2496,케이씨오에너지,011400
2497,케이알제2호,101790
2498,코리아04호,091000
2499,코스파이더,034190
2500,코오롱유화,011020
2501,하이골드2호,139200
2502,하이트맥주,103150
2503,한국유리,028760
2504,한국저축은행,025610
2505,한국컴퓨터지주,009760
2506,한양,008690
2507,한일은행,000130
2508,한일합섬,003980
2509,한화종금,016480
2510,현대울산종금,015620
2511,현대차써비스,009650
2512,효성물산,001930
2513,휴닉스,009790
2514,BET,036820
2515,CJ E&M,130960
2516,IBKS스팩1호,126680
2517,ST&I,031800
2518,건영종합건설,022130
2519,굿라이프5-MF,037500
2520,굿이엠지,051530
2521,글로포스트,037830
2522,남성알미늄,033220
2523,넥스텔,037220
2524,넷웨이브,047730
2525,대국,042340
2526,대동,014380
2527,대웅바이오,016890
2528,동남리스,026240
2529,동신특강,024920
2530,동양텔레콤,007150
2531,동화금고,007260
2532,두원중공업,013900
2533,디지텍시스템,091690
2534,라이카,011900
2535,리더컴,056140
2536,모린스,110310
2537,미래에셋실크로드펀드,035300
2538,미래에셋오리엔탈혼합,067700
2539,미래에셋이글이호펀드,034460
2540,미래에셋크린채권형일,035820
2541,미성포리테크,094700
2542,박현주2호,034170
2543,박현주5호,038030
2544,박현주6호,038480
2545,보진재,030950
2546,부국퓨쳐스타즈스팩,123300
2547,삼송공업,015180
2548,삼한실업,009950
2549,삼한콘트롤스,033070
2550,서울창업투자,019460
2551,성융광전투자,900150
2552,소예,035010
2553,신양오라컴,086830
2554,신지소프트,078700
2555,신한모방,019730
2556,실크성장삼호,045860
2557,아구스,078670
2558,아이드림,066850
2559,아이비진,039060
2560,아이씨켐,020490
2561,알티전자,032290
2562,애드모바일,032600
2563,어울림 네트,042820
2564,어울림엘시스,033280
2565,어플라이드,053960
2566,업필,054370
2567,에너윈,055970
2568,에스비아이앤솔로몬스,123910
2569,에이원마이크로,037380
2570,에임하이,043580
2571,에코페트로시스템,042870
2572,엑스로드,074140
2573,엔빅스,054170
2574,엠넷미디어,056200
2575,옥션,043790
2576,우주통신,054080
2577,위노바,039790
2578,유니씨앤티,040780
2579,유리세이프롱숏채권혼,058910
2580,유리앙상블,039280
2581,유진화학,003430
2582,이노블루,066200
2583,이루넷,041030
2584,제넥셀,034660
2585,제일창투,026540
2586,중앙리스금융,021870
2587,지이엔에프,038920
2588,차이나그레이트,900040
2589,창민테크,042960
2590,챌린지전환1,035670
2591,캡스,007020
2592,케이디세코,073780
2593,케이엔씨글로벌,068150
2594,케이엠에스,038830
2595,코리아이앤디,027440
2596,코스모스피엘씨,053170
2597,큐닉스컴퓨터,015530
2598,큐앤에스,052880
2599,클루넷,067130
2600,키움스팩3호,218710
2601,터보테크,032420
2602,테라,032780
2603,트라이써클,034010
2604,티브로드도봉강북방송,035210
2605,티에스엠텍,066350
2606,평산,089480
2607,포이보스,038810
2608,하이에이아이1호스팩,235010
2609,한가족주식,040380
2610,한도하이테크,060660
2611,해피드림,065180
2612,헤쎄나,036270
2613,현대에이블스팩1호,204760
2614,현대정보기술,026180
2615,호성,035870
2616,호크아이즈증권투자회,034760
2617,화인썬트로닉스,038520
2618,휴먼이노텍,013630
2619,히스토스템,036840
2620,다린,204690
2621,대원모방,311840
2622,디와이엘엔제이,207230
2623,자비스,230400
2624,주노콜렉션,221670
2625,프렉코,082220
2626,CS홀딩스,000590
2627,DB,012030
2628,GS리테일,007070
2629,HDC,012630
2630,JW생명과학,234080
2631,KC그린홀딩스,009440
2632,KR모터스,000040
2633,LG유플러스,032640
2634,SPC삼립,005610
2635,경농,002100
2636,경동도시가스,267290
2637,경방,000050
2638,고려제강,002240
2639,광동제약,009290
2640,광주신세계,037710
2641,국도화학,007690
2642,금비,008870
2643,금호타이어,073240
2644,대림산업,000210
2645,대림통상,006570
2646,대신증권,003540
2647,대웅,003090
2648,대원강업,000430
2649,대원전선,006340
2650,대원화성,024890
2651,대유에이텍,002880
2652,더블유게임즈,192080
2653,동부건설,005960
2654,동성제약,002210
2655,동양고속,084670
2656,동양철관,008970
2657,동원수산,030720
2658,롯데쇼핑,023530
2659,메리츠화재,000060
2660,미원에스씨,268280
2661,부광약품,003000
2662,부산산업,011390
2663,비티원,101140
2664,삼익악기,002450
2665,삼천리,004690
2666,서울식품공업,004410
2667,성창기업지주,000180
2668,세종공업,033530
2669,센트럴인사이트,012600
2670,시디즈,134790
2671,신도리코,029530
2672,아모레퍼시픽그룹,002790
2673,아시아나IDT,267850
2674,알루코,001780
2675,에스제이엠홀딩스,025530
2676,오뚜기,007310
2677,유성기업,002920
2678,유양디앤유,011690
2679,이리츠코크렙,088260
2680,이수페타시스,007660
2681,이아이디,093230
2682,인디에프,014990
2683,일동홀딩스,000230
2684,일진홀딩스,015860
2685,자이에스앤디,317400
2686,자화전자,033240
2687,전방,000950
2688,제이알글로벌리츠,348950
2689,제이콘텐트리,036420
2690,제일기획,030000
2691,지투알,035000
2692,진양폴리우레탄,010640
2693,케이씨씨,002380
2694,코스맥스,192820
2695,콤텍시스템,031820
2696,태경비케이,014580
2697,티웨이항공,091810
2698,퍼스텍,010820
2699,포스코인터내셔널,047050
2700,하이골드3호,153360
2701,한국ANKOR유전,152550
2702,한국내화,010040
2703,한국주철관공업,000970
2704,한국콜마,161890
2705,한국화장품,123690
2706,한라,014790
2707,한미반도체,042700
2708,한섬,020000
2709,한세실업,105630
2710,한솔홈데코,025750
2711,한올바이오파마,009420
2712,한전산업,130660
2713,한화손해보험,000370
2714,핸즈코퍼레이션,143210
2715,현대오토에버,307950
2716,화승엔터프라이즈,241590
2717,화인베스틸,133820
2718,화천기계,010660
2719,효성첨단소재,298050
2720,후성,093370
2721,휠라홀딩스,081660
2722,휴스틸,005010
2723,3S,060310
2724,JYP Ent.,035900
2725,RFHIC,218410
2726,강원,114190
2727,경남제약,053950
2728,고려신용정보,049720
2729,골드퍼시픽,038530
2730,광진실업,026910
2731,그린플러스,186230
2732,기산텔레콤,035460
2733,나무기술,242040
2734,나이스디앤비,130580
2735,네패스,033640
2736,대동금속,020400
2737,대림제지,017650
2738,대신정보통신,020180
2739,더블유에프엠,035290
2740,동국알앤에스,075970
2741,동우팜투테이블,088910
2742,동운아나텍,094170
2743,드림씨아이에스,223250
2744,디아이티,110990
2745,디에이치피코리아,131030
2746,디케이락,105740
2747,디케이앤디,263020
2748,디케이티,290550
2749,라온시큐어,042510
2750,라파스,214260
2751,리노스,039980
2752,리더스 기술투자,019570
2753,마이크로컨텍솔,098120
2754,메지온,140410
2755,모다이노칩,080420
2756,모베이스전자,012860
2757,미디어젠,279600
2758,미래나노텍,095500
2759,미래에셋대우스팩 5호,353490
2760,미래테크놀로지,213090
2761,미투젠,950190
2762,바이오리더스,142760
2763,뷰웍스,100120
2764,브레인콘텐츠,066980
2765,블루콤,033560
2766,비에이치,090460
2767,비츠로테크,042370
2768,비피도,238200
2769,빅텍,065450
2770,삼강엠앤티,100090
2771,삼보산업,009620
2772,삼성머스트스팩3호,309930
2773,삼표시멘트,038500
2774,상상인이안1호스팩,307870
2775,서부T&D,006730
2776,선광,003100
2777,세진티에스,067770
2778,세화피앤씨,252500
2779,셀레믹스,331920
2780,셀리드,299660
2781,소리바다,053110
2782,소마젠,950200
2783,솔브레인,357780
2784,수젠텍,253840
2785,스맥,099440
2786,신라섬유,001000
2787,신화콘텍,187270
2788,쎄니트,037760
2789,씨씨에스,066790
2790,씨엔플러스,115530
2791,씨젠,096530
2792,아리온,058220
2793,아시아경제,127710
2794,아이디스홀딩스,054800
2795,아이쓰리시스템,214430
2796,아주IB투자,027360
2797,안국약품,001540
2798,알테오젠,196170
2799,알톤스포츠,123750
2800,알파홀딩스,117670
2801,압타바이오,293780
2802,야스,255440
2803,에스맥,097780
2804,에스모 머티리얼즈,087730
2805,에스에이티,060540
2806,에스엔유,080000
2807,에스엠코어,007820
2808,에스티오,098660
2809,에이에프더블류,312610
2810,에이치엘비,028300
2811,에이테크솔루션,071670
2812,에이프런티어,036180
2813,에코마이스터,064510
2814,에프엔씨엔터,173940
2815,엘비세미콘,061970
2816,엘이티,297890
2817,엠에스씨,009780
2818,엠젠플러스,032790
2819,오디텍,080520
2820,오로라,039830
2821,오상자이엘,053980
2822,오킨스전자,080580
2823,와이엔텍,067900
2824,와이오엠,066430
2825,와이지엔터테인먼트,122870
2826,우주일렉트로,065680
2827,원방테크,053080
2828,웹케시,053580
2829,위니아딤채,071460
2830,위드텍,348350
2831,위지윅스튜디오,299900
2832,윈스,136540
2833,윈텍,320000
2834,유라테크,048430
2835,유틸렉스,263050
2836,이그잭스,060230
2837,이니텍,053350
2838,이더블유케이,258610
2839,이테크건설,016250
2840,인바디,041830
2841,인지디스플레,037330
2842,인콘,083640
2843,인크로스,216050
2844,인터엠,017250
2845,일지테크,019540
2846,자안,221610
2847,제이에스티나,026040
2848,제이엠아이,033050
2849,제일전기공업,199820
2850,지노믹트리,228760
2851,지니틱스,303030
2852,진로발효,018120
2853,체리부로,066360
2854,카카오게임즈,293490
2855,케이디켐,221980
2856,케이씨티,089150
2857,케이피에스,256940
2858,코나아이,052400
2859,코디,080530
2860,코리아에스이,101670
2861,코스나인,082660
2862,코스온,069110
2863,코아스템,166480
2864,큐렉소,060280
2865,큐로컴,040350
2866,태양,053620
2867,테크윙,089030
2868,티엘아이,062860
2869,티움바이오,321550
2870,파인테크닉스,106240
2871,팜스빌,318010
2872,팬스타엔터프라이즈,054300
2873,평화정공,043370
2874,포메탈,119500
2875,포스코 ICT,022100
2876,퓨전,195440
2877,플레이위드,023770
2878,피씨엘,241820
2879,피피아이,062970
2880,한국제8호스팩,310870
2881,한국파마,032300
2882,한솔인티큐브,070590
2883,한스바이오메드,042520
2884,한창산업,079170
2885,한컴MDS,086960
2886,한화에스비아이스팩,317320
2887,핸디소프트,220180
2888,현대공업,170030
2889,화신정공,126640
2890,휴마시스,205470
2891,휴비츠,065510
2892,흥국,010240
2893,굿센,243870
2894,데이드림엔터,348840
2895,듀켐바이오,176750
2896,라온테크,232680
2897,라이프사이언스테크놀로지,285770
2898,메디안디노스틱,233250
2899,명진홀딩스,267060
2900,미래엔에듀파트너,208890
2901,수프로,185190
2902,시그넷이브이,260870
2903,에브리봇,270660
2904,에스앤디,260970
2905,에스에이티이엔지,158300
2906,에스엠비나,299670
2907,에이원알폼,234070
2908,엠로,058970
2909,원포유,122830
2910,유니포인트,121060
2911,제노텍,066830
2912,케어룸의료산업,327970
2913,탑선,180060
2914,티티씨디펜스,309900
2915,파워풀엑스,266870
2916,LG생명과학,068870
2917,LG석유화학,012990
2918,SK,003600
2919,거북선3호,102000
2920,거북선5호,114130
2921,고합,004460
2922,공영토건,001700
2923,광덕물산,003590
2924,금강화섬,010730
2925,남양,003020
2926,넥상스코리아,003050
2927,넥솔론,110570
2928,대도상사,028500
2929,대동은행,021600
2930,대미실업,015090
2931,대성합동지주,005620
2932,대우실업,029040
2933,대한석유지주,029210
2934,대한은박지,007480
2935,대한중석,000160
2936,동국방직,011180
2937,동방개발,012150
2938,동부산업,003970
2939,동부화학,008950
2940,동북아6호,080410
2941,동성반도체,016070
2942,동아건설,000280
2943,동양정밀,001100
2944,디와이홀딩스,004510
2945,리얼티코리아제1호,072450
2946,메디슨,018360
2947,바로크,017120
2948,박현주3호,034200
2949,반도스포츠,028480
2950,배명금속,011800
2951,삼애인더스,009330
2952,세방해운,029160
2953,신동양건설,028390
2954,씨크롭,016970
2955,아시아10호,083570
2956,영남종금,024960
2957,오라바이오틱스,016160
2958,요업개발,006900
2959,우리스팩1호,122750
2960,우생,028570
2961,유성티에스아이,024870
2962,일신제강,028340
2963,일은증권,008530
2964,제로원인터랙티브,069470
2965,진도물산,006240
2966,진로식품,004730
2967,충청은행,005510
2968,케이비물산,008540
2969,케이비부국위탁리츠,149130
2970,코리아05호,093400
2971,코리아06호,093410
2972,코오롱인터내셔널,063510
2973,코크렙15호,121550
2974,코크렙7호,086720
2975,태일정밀,017320
2976,태창기업,007490
2977,태평양건설,028460
2978,태화,000510
2979,팬택자산관리,025930
2980,하나IB,003330
2981,하나은행_피흡수,007360
2982,한국아태특별,098150
2983,한진해운,117930
2984,해태유업,003900
2985,호남식품,007100
2986,(주)이동수에프엔지,020880
2987,AD모터스,038120
2988,AJS,013340
2989,C&S자산관리,032040
2990,CJ인터넷,037150
2991,CL,035710
2992,CU전자,056340
2993,H1바이오,052310
2994,KTB코스닥1,042310
2995,i 인프라,008780
2996,경남리스,021930
2997,경동,009590
2998,고려,025960
2999,골든브릿지제3호스팩,219580
3000,국민카드,031150
3001,국제밸브공업,011360
3002,다산,015150
3003,다휘,055250
3004,대우스팩2호,204440
3005,대진정밀화학,033350
3006,동부CNI,044640
3007,동부저축은행,024820
3008,동부제4호스팩,230490
3009,동부티에스블랙펄스팩,128910
3010,동성하이켐,013450
3011,동원장보고2,039180
3012,레이젠,047440
3013,리젠트뮤추얼원자산배,036330
3014,마이다스차익거래혼합,053530
3015,마이차익3호-MF,067410
3016,모닷텔,048150
3017,모델라인,064720
3018,모디아,046000
3019,미래에셋드림사호펀드,035470
3020,미래에셋박현주드림오,035540
3021,미래에셋박현주사호펀,034280
3022,미래에셋제3호스팩,215750
3023,미주제강,002670
3024,바이나믹,067850
3025,바이킹성장일,043700
3026,박현주 5호,034290
3027,박현주드림팔호자산배,035860
3028,부산리스금융,018480
3029,부영철강,025940
3030,삼경기전,022020
3031,삼우빅케치,004750
3032,삼일공사,003890
3033,삼협산업,023880
3034,세니콘,056060
3035,세실,084450
3036,세화기술투자,021740
3037,시노펙스그린테크,037320
3038,시큐리티KOR,066330
3039,실크성장1호,042460
3040,썬코어,051170
3041,씨모스,037600
3042,아라온테크,041060
3043,어필텔레콤,033510
3044,에듀패스,031950
3045,에버테크노,070480
3046,에스브이에이치,046240
3047,에스피코프,048130
3048,에이엠에스,044770
3049,에코솔루션,052510
3050,엔써,037750
3051,엔토리노,032590
3052,엘케이엔씨,047420
3053,엠바이엔,031970
3054,영성제강,026920
3055,오페스,053470
3056,올리브나인,052970
3057,옵셔널벤처스,022780
3058,우리신용카드,022870
3059,우성아이비,194610
3060,원익테라세미콘,123100
3061,웨스테이트,016140
3062,위다스,056810
3063,유리뉴앙상블,046520
3064,유리아이피일,037520
3065,유리피아이일,036960
3066,유아이에너지,050050
3067,유일엔시스,038720
3068,유진산업,018380
3069,유진종합개발,023420
3070,이디디컴퍼니,052650
3071,이스턴마스텍,025910
3072,이지클럽,038980
3073,제너시스템즈,073930
3074,중앙바이오텍,015170
3075,지아이바이오,035450
3076,케미그라스,021090
3077,케이비드림3호스팩,221950
3078,코닉스,017210
3079,코디콤,041800
3080,쿨투,056020
3081,키움스팩4호,226850
3082,태일전자,020100
3083,테스텍,048510
3084,트래픽아이티에스,038050
3085,폴켐,033190
3086,풍연,017090
3087,플러스프로핏,036660
3088,하이드로젠파워,070080
3089,하이럭스,079340
3090,한국스팩1호,123290
3091,한국염공,005470
3092,한국파트너스,019560
3093,한보금고,027450
3094,한주개발,017410
3095,한화에이스스팩2호,219860
3096,헤파호프,039350
3097,화니백화점,031090
3098,휘튼,066480
3099,히든챔피언스팩1호,123160
3100,비앤에스미디어,156170
3101,세화피앤씨,085980
3102,스탠다드펌,179280
3103,아스팩오일,232360
3104,제이에스피브이,250300
3105,티씨엠생명과학,228180
3106,퓨얼셀,139170
3107,BGF,027410
3108,DB하이텍,000990
3109,HSD엔진,082740
3110,KG동부제철,016380
3111,KTB투자증권,030210
3112,KTcs,058850
3113,LG생활건강,051900
3114,SG세계물산,004060
3115,SIMPAC,009160
3116,SKC,011790
3117,SK가스,018670
3118,SK디앤디,210980
3119,SK렌터카,068400
3120,STX엔진,077970
3121,STX중공업,071970
3122,TCC스틸,002710
3123,가온전선,000500
3124,경보제약,214390
3125,계양전기,012200
3126,고려산업,002140
3127,광전자,017900
3128,기아자동차,000270
3129,넥센,005720
3130,넥스트사이언스,003580
3131,농심,004370
3132,다우기술,023590
3133,대성산업,128820
3134,대유플러스,000300
3135,대한전선,001440
3136,대한제분,001130
3137,대한항공,003490
3138,대한화섬,003830
3139,동남합성,023450
3140,동방,004140
3141,동아타이어,282690
3142,동양피스톤,092780
3143,동원시스템즈,014820
3144,디와이파워,210540
3145,롯데리츠,330590
3146,메리츠금융지주,138040
3147,무림P&P,009580
3148,미원상사,002840
3149,방림,003610
3150,보령제약,003850
3151,사조오양,006090
3152,삼아알미늄,006110
3153,삼호개발,010960
3154,삼화전자공업,011230
3155,삼화페인트공업,000390
3156,새론오토모티브,075180
3157,성문전자,014910
3158,세아베스틸,001430
3159,세아제강지주,003030
3160,신풍제약,019170
3161,쌍방울,102280
3162,쌍용양회공업,003410
3163,씨에스윈드,112610
3164,아남전자,008700
3165,아세아제지,002310
3166,애경유화,161000
3167,에쓰씨엔지니어링,023960
3168,에어부산,298690
3169,엔케이물산,009810
3170,영흥,012160
3171,오리엔트바이오,002630
3172,오리온홀딩스,001800
3173,용평리조트,070960
3174,웅진,016880
3175,원림,005820
3176,유니퀘스트,077500
3177,이엔플러스,074610
3178,이지스밸류플러스리츠,334890
3179,일동제약,249420
3180,일신석재,007110
3181,일양약품,007570
3182,주연테크,044380
3183,지코,010580
3184,진양산업,003780
3185,케이비아이동국실업,001620
3186,케이씨,029460
3187,케이티스카이라이프,053210
3188,코오롱,002020
3189,티웨이홀딩스,004870
3190,파미셀,005690
3191,페이퍼코리아,001020
3192,평화홀딩스,010770
3193,풀무원,017810
3194,하이트진로홀딩스,000140
3195,한국단자공업,025540
3196,한국조선해양,009540
3197,한국카본,017960
3198,한농화성,011500
3199,한신공영,004960
3200,한익스프레스,014130
3201,한전기술,052690
3202,한화투자증권,003530
3203,현대글로비스,086280
3204,현대중공업지주,267250
3205,현대해상,001450
3206,화승알앤에이,013520
3207,효성중공업,298040
3208,효성티앤씨,298020
3209,HB테크놀러지,078150
3210,IBKS제12호스팩,335870
3211,ISC,095340
3212,KG이니시스,035600
3213,MP한강,219550
3214,NE능률,053290
3215,NHN한국사이버결제,060250
3216,SBI인베스트먼트,019550
3217,SG,255220
3218,갤럭시아머니트리,094480
3219,고려제약,014570
3220,국일제지,078130
3221,금강철강,053260
3222,기가레인,049080
3223,나노스,151910
3224,나노캠텍,091970
3225,나라엠앤디,051490
3226,나우IB,293580
3227,내츄럴엔도텍,168330
3228,네오펙트,290660
3229,녹십자엠에스,142280
3230,녹십자웰빙,234690
3231,뉴로스,126870
3232,뉴지랩,214870
3233,대동기어,008830
3234,대륙제관,004780
3235,대모,317850
3236,대보마그네틱,290670
3237,대성엘텍,025440
3238,대성창투,027830
3239,대양제지,006580
3240,대정화금,120240
3241,대창스틸,140520
3242,덕우전자,263600
3243,동국S&C,100130
3244,동성화인텍,033500
3245,동양에스텍,060380
3246,동양이엔피,079960
3247,동일철강,023790
3248,디스플레이텍,066670
3249,디에스케이,109740
3250,디자인,227100
3251,디젠스,113810
3252,러셀,217500
3253,레이,228670
3254,마이더스AI,222810
3255,매일유업,267980
3256,매직마이크로,127160
3257,맥스로텍,141070
3258,멀티캠퍼스,067280
3259,메가스터디,072870
3260,메디프론,065650
3261,명성티엔에스,257370
3262,모바일어플라이언스,087260
3263,미투온,201490
3264,바른손,018700
3265,바이오로그디바이스,208710
3266,바이오솔루션,086820
3267,바이오톡스텍,086040
3268,버추얼텍,036620
3269,베스파,299910
3270,비나텍,126340
3271,빅솔론,093190
3272,삼목에스폼,018310
3273,삼성스팩2호,291230
3274,상상인,038540
3275,상신전자,263810
3276,서진시스템,178320
3277,서플러스글로벌,140070
3278,선익시스템,171090
3279,세틀뱅크,234340
3280,소프트센,032680
3281,솔트웍스,230980
3282,쇼박스,086980
3283,스타모빌리티,158310
3284,신진에스엠,138070
3285,심텍홀딩스,036710
3286,쎌바이오텍,049960
3287,씨티케이코스메틱스,260930
3288,아모그린텍,125210
3289,아미노로직스,074430
3290,아이디스,143160
3291,아이비김영,339950
3292,아이앤씨,052860
3293,아이에스이커머스,069920
3294,아이엠,101390
3295,아이엠텍,226350
3296,아진엑스텍,059120
3297,아톤,158430
3298,알엔투테크놀로지,148250
3299,압타머사이언스,291650
3300,액토즈소프트,052790
3301,앤씨앤,092600
3302,에스모,073070
3303,에스엠,041510
3304,에스티아이,039440
3305,에이비프로바이오,195990
3306,에이아이비트,039230
3307,에이치엘비제약,047920
3308,에이치케이,044780
3309,에이텍,045660
3310,에코프로,086520
3311,에코프로비엠,247540
3312,엔에이치스팩17호,359090
3313,엔투텍,227950
3314,엘앤케이바이오,156100
3315,오리엔탈정공,014940
3316,오리콤,010470
3317,오스템,031510
3318,우리기술,032820
3319,우리기술투자,041190
3320,우리로,046970
3321,우정바이오,215380
3322,월덱스,101160
3323,웰크론한텍,076080
3324,웹스,196700
3325,위지트,036090
3326,윙입푸드,900340
3327,유니셈,036200
3328,유니트론텍,142210
3329,유진기업,023410
3330,유진로봇,056080
3331,율호,072770
3332,이노와이즈,086250
3333,이라이콤,041520
3334,이베스트투자증권,078020
3335,이엑스티,226360
3336,이엔에프테크놀로지,102710
3337,이원컴포텍,088290
3338,이크레더블,092130
3339,이화전기,024810
3340,인트로메딕,150840
3341,인트론바이오,048530
3342,일야,058450
3343,일진파워,094820
3344,제노포커스,187420
3345,제룡산업,147830
3346,젠큐릭스,229000
3347,조이시티,067000
3348,중앙에너비스,000440
3349,지엘팜텍,204840
3350,진매트릭스,109820
3351,창해에탄올,004650
3352,청담러닝,096240
3353,컬러레이,900310
3354,케어랩스,263700
3355,케이엔제이,272110
3356,케이엠,083550
3357,케이엠제약,225430
3358,케이프,064820
3359,켐트로닉스,089010
3360,켐트로스,220260
3361,코다코,046070
3362,코리아에프티,123410
3363,코센,009730
3364,큐로홀딩스,051780
3365,태광,023160
3366,티피씨글로벌,130740
3367,파크시스템스,140860
3368,파트론,091700
3369,팬젠,222110
3370,포스코엠텍,009520
3371,포인트엔지니어링,256630
3372,포티스,141020
3373,피앤씨테크,237750
3374,피앤이솔루션,131390
3375,필로시스헬스케어,057880
3376,하나머스트제6호스팩,307160
3377,하림지주,003380
3378,하이제5호스팩,340120
3379,하이텍팜,106190
3380,한국가구,004590
3381,한국정밀기계,101680
3382,한빛소프트,047080
3383,한송네오텍,226440
3384,현대바이오랜드,052260
3385,현대통신,039010
3386,휘닉스소재,050090
3387,휴림로봇,090710
3388,노브메타파마,229500
3389,대동고려삼,178600
3390,더콘텐츠온,302920
3391,볼빅,206950
3392,뿌리깊은나무들,266170
3393,스템랩,258540
3394,시큐센,232830
3395,에스엔피제네틱스,086460
3396,에이비온,203400
